"Description: ","Dates where TN>TX"
"Station: ","final_1971_2005_Kiev_rcp85"
"Latitude: ","50.45"
"Longitude: ","30.51"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
Date,Prec,TX,TN
1971-6-10,5.21161776,9.94080000000002,10.2468
1974-11-8,21.08785536,11.3999,11.6954
1976-3-24,28.20112416,-1.18339999999995,-0.365799999999979
1976-3-25,18.63482976,-2.00669999999997,-1.32079999999996
1977-11-24,12.44202336,11.0828,11.4681
1977-11-26,8.061250464,11.08,12.2436
1984-11-29,25.880472,3.85390000000001,4.04170000000005
1987-12-22,3.57724944,3.7568,4.02020000000005
1990-11-23,18.62333856,3.75750000000005,4.52870000000001
1991-4-30,22.57719264,6.68400000000003,6.78000000000003
1994-5-21,22.98031776,6.7217,6.80430000000001
1996-5-15,2.743900704,8.82160000000005,9.38510000000002
1999-12-11,0.05956691616,8.18819999999999,8.67790000000002
2001-11-10,23.7194784,13.1651,14.3002
2001-11-21,9.21873312,5,5.12350000000004
2003-3-30,9.72614304,3.77440000000001,3.80780000000004
2004-4-18,2.213022816,6.3349,6.50580000000002
2004-6-6,7.398001728,13.7182,14.2387
2010-5-13,8.11255824,10.3384,10.4139
2010-12-4,0.187478928,-0.180199999999957,0.204800000000034
2011-12-15,26.725032,4.32040000000001,4.61950000000002
2019-12-9,15.94269216,10.8126,11.0847
2021-10-31,11.1565296,8.3417,8.49930000000001
2021-12-11,1.041212448,0.66070000000002,0.670400000000029
2027-10-31,13.12365024,4.28650000000005,4.3963
2027-11-7,13.93996608,3.80870000000004,4.19980000000004
2029-11-8,7.881033024,6.7645,7.84020000000004
2029-12-14,0.602125488,9.12,9.2201
2030-6-28,15.4074096,15.3199,15.3887
2031-11-9,10.33887456,14.06,14.1396
2031-11-15,5.115529728,12.9038,13.3878
2031-12-12,1.353076704,5.66300000000001,6.30590000000001
2031-12-13,3.044158848,5.31450000000001,5.93920000000003
2035-11-14,26.09332704,6.76510000000002,8.22450000000003
2037-4-22,0.2360428128,6.24030000000005,6.32510000000002
2037-11-12,1.944947808,14.016,14.65
2037-11-19,0.3956535936,8.52630000000005,9.05260000000004
2037-11-28,0.94733712,-1.62259999999998,-1.62199999999996
2038-11-30,8.121443616,11.2667,12.126
2040-10-31,0.2701510272,17.1926,17.8732
2041-10-23,0.106780032,11.8797,11.981
2044-11-1,18.21564288,13.3544,13.5888
2045-11-1,0.4962210336,7.98410000000001,8.28700000000003
2049-11-1,0,9.1721,9.20320000000004
2050-10-24,0.2140811424,13.4394,13.6877
2051-11-13,4.680476352,2.07300000000004,2.61130000000003
2052-11-13,0.2430458784,9.81740000000002,10.2069
2054-11-18,10.84309632,13.735,14.2082
2055-11-28,0,11.953,12.0006
2056-4-16,31.6570896,9.09680000000003,9.14370000000002
2056-11-3,0,9.87290000000002,10.5734
2057-6-6,6.754124736,15.9833,16.5528
2057-11-5,8.66706912,13.5012,13.6898
2057-11-14,0.08398950048,15.8122,16.5656
2057-11-15,0.05642936064,14.1573,15.6684
2057-11-16,0.1705217184,12.3471,14.0968
2057-11-17,14.59834272,11.9773,13.3023
2057-11-24,28.16273664,13.5774,14.5529
2059-11-20,8.606112192,10.9231,12.4017
2063-11-14,5.170528512,13.4171,14.0174
2064-11-20,0.05154798528,9.0838,9.76570000000004
2066-10-21,1.73446272,13.3221,13.4591
2067-11-9,9.09564768,10.9199,11.2492
2067-11-13,0.3264446016,9.47810000000004,10.1051
2068-11-7,15.19432128,15.8553,16.6171000000001
2069-6-6,2.785672512,14.8097,14.9136
2069-10-29,1.897272288,12.5542,12.6372
2069-11-14,26.80463232,12.4835,12.6569
2070-11-6,0.3046197888,13.7004,13.8841
2070-11-26,0.154188144,9.81440000000004,10.5553
2072-11-9,38.05341984,12.4437,13.0649
2072-11-28,0.3719734272,8.18020000000001,8.23340000000002
