"Description: ","Dates where TN>TX"
"Station: ","final_1971_2005_Moscow_rcp85"
"Latitude: ","55.75"
"Longitude: ","37.56"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
Date,Prec,TX,TN
1972-1-29,1.229992128,2.28620000000001,2.35820000000001
1972-1-30,0.3987209664,2.04630000000003,2.5206
1972-1-31,1.634351904,2.1472,2.64350000000002
1972-12-13,0.6557779008,1.20060000000001,1.29600000000005
1973-12-7,12.43456704,1.12520000000001,1.4701
1973-12-20,0.1499167872,1.65320000000003,1.68900000000002
1973-12-21,8.37385776,1.64440000000002,1.88530000000003
1974-1-4,7.045910496,1.66500000000002,2.2801
1974-1-28,0,2.89680000000004,2.93110000000001
1975-12-22,1.924998912,1.4769,1.53090000000003
1979-1-27,1.511125632,2.38920000000002,3.33970000000005
1979-1-28,2.84285808,2.24460000000005,2.24700000000001
1979-1-31,3.890334528,2.18620000000004,2.91770000000002
1979-12-18,2.027038176,0.870400000000018,1.0643
1980-1-13,6.121018368,1.584,2.1191
1980-2-2,0.3607229376,2.27480000000003,2.83570000000003
1980-12-3,20.98983456,1.50050000000005,1.58070000000004
1980-12-6,0.89660304,1.37120000000004,1.50790000000001
1980-12-7,0.8549969472,1.04490000000004,1.29840000000002
1982-1-9,1.80090432,2.01830000000001,2.18430000000001
1982-12-11,2.39280912,1.74900000000002,1.90960000000001
1983-2-7,2.9589192,5.89710000000002,6.4033
1983-2-9,1.739943072,6.04200000000003,6.25839999999999
1984-1-3,6.121018368,1.30370000000005,1.74950000000001
1986-2-4,13.1763024,1.98410000000001,2.02070000000003
1986-6-18,39.70975968,12.4679,13.6453
1986-12-11,0.5082892128,1.05920000000003,1.34280000000001
1986-12-12,0.3732163776,1.30540000000002,1.49420000000003
1987-1-13,1.38948048,2.3922,2.55119999999999
1988-1-16,4.215993408,2.01670000000001,2.61880000000002
1989-1-26,10.47352896,2.27270000000004,2.67230000000001
1990-1-25,0.8474417856,1.8793,2.59340000000003
1990-6-27,26.84900736,14.3747,14.5099
1990-11-26,6.192949824,0.556100000000015,0.556399999999996
1991-1-26,4.215993408,3.08880000000005,3.2407
1991-1-27,1.38948048,3.00980000000004,3.23490000000004
1992-2-1,4.043124288,2.09190000000001,2.61170000000004
1992-2-2,1.439302176,1.76390000000004,1.83270000000005
1992-2-3,5.550820704,2.26390000000004,2.59310000000005
1992-2-4,7.054968672,2.36670000000004,2.44840000000005
1992-12-18,0.7734871008,2.32380000000001,2.4588
1992-12-19,3.271300992,1.70420000000001,1.72490000000005
1993-1-3,0.1421222976,2.18810000000002,2.59590000000003
1993-1-24,8.97248448,2.03560000000004,2.29600000000005
1994-1-2,2.887551936,1.4126,1.6472
1994-2-2,1.97454672,2.63230000000004,3.15380000000005
1995-1-5,0.8106892992,1.54310000000004,1.56850000000003
1995-1-8,0.884496672,1.43970000000002,1.57730000000004
1995-1-9,3.75163056,1.61810000000003,1.99720000000002
1996-1-19,4.9224456,1.84010000000001,2.60830000000004
1996-1-26,0.4958705952,2.11810000000003,3.19940000000003
1996-1-27,2.140828704,2.25390000000004,3.39270000000005
1997-1-27,4.122674496,1.94540000000001,2.18650000000002
1997-11-29,0.5257312992,1.78000000000003,1.97620000000001
1998-1-29,14.00184576,2.49520000000001,2.83160000000004
1998-1-30,13.33267776,1.94300000000004,2.25060000000002
1998-11-23,2.321747712,1.30370000000005,1.3997
